대지위치,위도,경도
경상북도 영천시 망정동 194-4번지,35.97547224,128.95143531
경상북도 영천시 망정동 196-2번지,35.97542067,128.95202933
경상북도 영천시 망정동 197-1번지,35.97557404,128.95179045
경상북도 영천시 망정동 198번지,35.97573099,128.95220681
경상북도 영천시 망정동 199-12번지,35.97587235,128.95075154
경상북도 영천시 망정동 199-15번지,35.97590397,128.95110695
경상북도 영천시 망정동 200-8번지,35.97579,128.95275578
경상북도 영천시 망정동 201번지,35.97549591,128.95269332
경상북도 영천시 망정동 203번지,35.97563472,128.95301712
경상북도 영천시 망정동 204-7번지,35.97595776,128.95309469
경상북도 영천시 망정동 206-8번지,35.97622595,128.95245047
경상북도 영천시 망정동 206-9번지,35.97639907,128.95272589
경상북도 영천시 망정동 207-1번지,35.97655027,128.95244904
경상북도 영천시 망정동 207-3번지,35.97681884,128.95271184
경상북도 영천시 망정동 207-4번지,35.97659042,128.95268427
경상북도 영천시 망정동 208-1번지,35.97651149,128.95206951
경상북도 영천시 망정동 208-8번지,35.97612131,128.95202597
경상북도 영천시 망정동 208-9번지,35.97604177,128.95168114
경상북도 영천시 망정동 208-10번지,35.97610377,128.95185793
경상북도 영천시 망정동 208-21번지,35.97623849,128.95206245
경상북도 영천시 망정동 211-1번지,35.97684492,128.95185146
경상북도 영천시 망정동 212번지,35.97660236,128.95116937
경상북도 영천시 망정동 212-2번지,35.97666445,128.95135204
경상북도 영천시 망정동 212-3번지,35.97684941,128.95157521
경상북도 영천시 망정동 212-4번지,35.97692164,128.95172697
경상북도 영천시 망정동 215-1번지,35.97733843,128.9516082
경상북도 영천시 망정동 215-3번지,35.97696502,128.95148648
경상북도 영천시 망정동 215-5번지,35.97664013,128.95098584
경상북도 영천시 망정동 215-8번지,35.97718601,128.95148938
경상북도 영천시 망정동 215-9번지,35.97723326,128.95166991
경상북도 영천시 망정동 215-18번지,35.97691507,128.95131708
경상북도 영천시 망정동 215-19번지,35.97680679,128.95117108
경상북도 영천시 망정동 216-1번지,35.97764727,128.95133434
경상북도 영천시 망정동 216-2번지,35.97735396,128.95137379
경상북도 영천시 망정동 216-7번지,35.97753427,128.95122934
경상북도 영천시 망정동 216-8번지,35.97742891,128.9511313
경상북도 영천시 망정동 222-4번지,35.97708897,128.94899514
경상북도 영천시 망정동 222-5번지,35.97702149,128.94895579
경상북도 영천시 망정동 222-6번지,35.97695099,128.94891913
경상북도 영천시 망정동 223-1번지,35.97831497,128.94976029
경상북도 영천시 망정동 226-3번지,35.97777675,128.95076406
경상북도 영천시 망정동 227-1번지,35.97799533,128.95104803
경상북도 영천시 망정동 227-3번지,35.97773192,128.95121525
경상북도 영천시 망정동 227-7번지,35.97776462,128.9509388
경상북도 영천시 망정동 228-5번지,35.97783234,128.95149576
경상북도 영천시 망정동 229-4번지,35.97771282,128.95191895
경상북도 영천시 망정동 229-5번지,35.97775436,128.95205678
경상북도 영천시 망정동 229-6번지,35.97777599,128.95219533
경상북도 영천시 망정동 229-7번지,35.97780818,128.95233214
경상북도 영천시 망정동 229-8번지,35.97765898,128.95235352
경상북도 영천시 망정동 229-9번지,35.9776467,128.95225533
경상북도 영천시 망정동 229-10번지,35.97763319,128.95211066
경상북도 영천시 망정동 229-11번지,35.97756448,128.95211374
경상북도 영천시 망정동 229-12번지,35.97752636,128.95197544
경상북도 영천시 망정동 229-13번지,35.97762797,128.95194469
경상북도 영천시 망정동 230-2번지,35.97741886,128.95220859
경상북도 영천시 망정동 230-3번지,35.97751599,128.95238015
경상북도 영천시 망정동 232-1번지,35.97691585,128.95253143
경상북도 영천시 망정동 233번지,35.97770415,128.95298242
경상북도 영천시 망정동 233-2번지,35.97655114,128.95307074
경상북도 영천시 망정동 233-5번지,35.9769547,128.95302315
경상북도 영천시 망정동 233-8번지,35.97691021,128.95329255
경상북도 영천시 망정동 236번지,35.97811553,128.95364973
경상북도 영천시 망정동 238-3번지,35.97777164,128.95274497
경상북도 영천시 망정동 238-4번지,35.97762797,128.95261449
경상북도 영천시 망정동 238-7번지,35.97756064,128.95252171
경상북도 영천시 망정동 240-2번지,35.97799357,128.95234658
경상북도 영천시 망정동 242-1번지,35.97916035,128.95371429
경상북도 영천시 망정동 246번지,35.97874778,128.95271138
경상북도 영천시 망정동 247번지,35.978657,128.95190009
경상북도 영천시 망정동 247-2번지,35.97836686,128.95210457
경상북도 영천시 망정동 248-1번지,35.97824316,128.95247999
경상북도 영천시 망정동 248-2번지,35.97817636,128.95236516
경상북도 영천시 망정동 248-3번지,35.97811206,128.95225272
경상북도 영천시 망정동 249-2번지,35.9780995,128.95203335
경상북도 영천시 망정동 251번지,35.97857249,128.95159458
경상북도 영천시 망정동 252번지,35.97873573,128.95155271
경상북도 영천시 망정동 253번지,35.97886678,128.95149518
경상북도 영천시 망정동 255번지,35.97864614,128.95146525
경상북도 영천시 망정동 259번지,35.97870626,128.95108227
경상북도 영천시 망정동 260번지,35.9785889,128.95098448
경상북도 영천시 망정동 261번지,35.97851538,128.95092314
경상북도 영천시 망정동 262-1번지,35.97845356,128.95105665
경상북도 영천시 망정동 263번지,35.97840838,128.95074846
경상북도 영천시 망정동 266번지,35.97855492,128.9507637
경상북도 영천시 망정동 269번지,35.97853977,128.9505486
경상북도 영천시 망정동 271번지,35.97893332,128.9505952
경상북도 영천시 망정동 272-3번지,35.97862188,128.95023123
경상북도 영천시 망정동 272-5번지,35.97867018,128.95039161
경상북도 영천시 망정동 273번지,35.9794408,128.95035726
경상북도 영천시 망정동 273-2번지,35.97917663,128.95032249
경상북도 영천시 망정동 275-2번지,35.97858668,128.9499469
경상북도 영천시 망정동 275-10번지,35.97889711,128.94995132
경상북도 영천시 망정동 275-14번지,35.97929456,128.9501407
경상북도 영천시 망정동 280-1번지,35.97970587,128.95079115
경상북도 영천시 망정동 280-2번지,35.97959934,128.95093098
경상북도 영천시 망정동 281번지,35.97955335,128.95073928
경상북도 영천시 망정동 285번지,35.9792342,128.95067223
경상북도 영천시 망정동 286번지,35.97905405,128.95064606
경상북도 영천시 망정동 287번지,35.97899884,128.95083826
경상북도 영천시 망정동 288번지,35.97880823,128.95082903
경상북도 영천시 망정동 291번지,35.97896953,128.95097811
경상북도 영천시 망정동 293번지,35.97887062,128.95119274
경상북도 영천시 망정동 295번지,35.97900668,128.95139187
경상북도 영천시 망정동 296번지,35.97909601,128.95120738
경상북도 영천시 망정동 299번지,35.97929897,128.9509166
경상북도 영천시 망정동 300번지,35.9793183,128.95113559
경상북도 영천시 망정동 306번지,35.97926265,128.9512994
경상북도 영천시 망정동 308-4번지,35.97883165,128.95184896
경상북도 영천시 망정동 309번지,35.97990285,128.9515493
경상북도 영천시 망정동 309-2번지,35.97946944,128.95209193
경상북도 영천시 망정동 309-4번지,35.9795572,128.95139955
경상북도 영천시 망정동 315-5번지,,
경상북도 영천시 망정동 316-1번지,35.97946882,128.9534412
경상북도 영천시 망정동 317-5번지,35.97995155,128.95313537
경상북도 영천시 망정동 318번지,35.98054696,128.95245617
경상북도 영천시 망정동 318-4번지,35.98024933,128.95255027
경상북도 영천시 망정동 318-5번지,35.98005398,128.95258359
경상북도 영천시 망정동 321번지,35.98054684,128.9536313
경상북도 영천시 망정동 324-1번지,35.98107168,128.9520783
경상북도 영천시 망정동 325번지,35.981063,128.9517036
경상북도 영천시 망정동 325-2번지,35.98080202,128.9517332
경상북도 영천시 망정동 325-3번지,35.9801986,128.95162565
경상북도 영천시 망정동 325-6번지,,
경상북도 영천시 망정동 325-7번지,,
경상북도 영천시 망정동 325-17번지,35.98058225,128.95173266
경상북도 영천시 망정동 325-19번지,35.98034647,128.95177497
경상북도 영천시 망정동 325-20번지,35.98058736,128.95215539
경상북도 영천시 망정동 329-1번지,35.98137829,128.95173076
경상북도 영천시 망정동 330번지,35.98151094,128.95211762
경상북도 영천시 망정동 331-3번지,35.98109236,128.952341
경상북도 영천시 망정동 332-3번지,35.98133696,128.95238794
경상북도 영천시 망정동 333-2번지,35.98102453,128.95288223
경상북도 영천시 망정동 333-3번지,35.98118389,128.95287341
경상북도 영천시 망정동 334번지,35.98110145,128.95324942
경상북도 영천시 망정동 334-1번지,35.9809168,128.95321194
경상북도 영천시 망정동 334-2번지,35.98098795,128.95304252
경상북도 영천시 망정동 335번지,35.98088953,128.95346459
경상북도 영천시 망정동 338-1번지,35.98138844,128.95286226
경상북도 영천시 망정동 338-2번지,35.98127442,128.95304127
경상북도 영천시 망정동 339번지,35.98160319,128.95291589
경상북도 영천시 망정동 343-2번지,35.9823102,128.95222257
경상북도 영천시 망정동 344-2번지,,
경상북도 영천시 망정동 345-1번지,35.98235019,128.95202411
경상북도 영천시 망정동 345-3번지,35.98202329,128.95202326
경상북도 영천시 망정동 346-1번지,35.98202761,128.9518298
경상북도 영천시 망정동 347-1번지,35.98227561,128.95167382
경상북도 영천시 망정동 347-3번지,35.98185315,128.95153725
경상북도 영천시 망정동 347-8번지,35.98216164,128.95166126
경상북도 영천시 망정동 348-1번지,35.98240962,128.95155074
경상북도 영천시 망정동 349번지,35.98237573,128.95172274
경상북도 영천시 망정동 350-1번지,35.98249751,128.95181399
경상북도 영천시 망정동 351번지,35.98264932,128.9519705
경상북도 영천시 망정동 352번지,35.98263543,128.95182725
경상북도 영천시 망정동 353번지,35.98280231,128.95186595
경상북도 영천시 망정동 354번지,35.98287699,128.95165138
경상북도 영천시 망정동 356번지,35.98292129,128.9518027
경상북도 영천시 망정동 360번지,,
경상북도 영천시 망정동 361번지,35.98293714,128.95195276
경상북도 영천시 망정동 363번지,35.98264815,128.9521473
경상북도 영천시 망정동 364번지,35.98251381,128.95219089
경상북도 영천시 망정동 365번지,35.98215104,128.95246798
경상북도 영천시 망정동 366번지,,
경상북도 영천시 망정동 367번지,,
경상북도 영천시 망정동 369번지,,
경상북도 영천시 망정동 372번지,,
경상북도 영천시 망정동 375-1번지,35.98313056,128.95380377
경상북도 영천시 망정동 376번지,,
경상북도 영천시 망정동 378-1번지,35.98275881,128.9530548
경상북도 영천시 망정동 382번지,35.98391263,128.9523523
경상북도 영천시 망정동 382-5번지,35.98393963,128.95256461
경상북도 영천시 망정동 390번지,35.9842087,128.95117409
경상북도 영천시 망정동 396번지,35.98436327,128.9525837
경상북도 영천시 망정동 396-1번지,35.98408707,128.95263487
경상북도 영천시 망정동 398-1번지,35.98509016,128.9524291
경상북도 영천시 망정동 398-3번지,35.9849884,128.9520931
경상북도 영천시 망정동 401번지,35.98543529,128.95176352
경상북도 영천시 망정동 402-2번지,35.98538334,128.95228111
경상북도 영천시 망정동 402-8번지,35.98686123,128.95129874
경상북도 영천시 망정동 402-15번지,35.98558835,128.95221421
경상북도 영천시 망정동 402-24번지,35.98694195,128.95165429
경상북도 영천시 망정동 403-1번지,35.98712995,128.95092629
경상북도 영천시 망정동 405번지,35.98757073,128.95207447
경상북도 영천시 망정동 407-12번지,35.98654543,128.9522277
경상북도 영천시 망정동 409번지,35.99141255,128.95562453
경상북도 영천시 망정동 409-2번지,35.99163507,128.95640051
경상북도 영천시 망정동 409-5번지,35.99134874,128.95624409
경상북도 영천시 망정동 409-6번지,35.99132464,128.95602008
경상북도 영천시 망정동 409-14번지,35.99094789,128.95563945
경상북도 영천시 망정동 409-15번지,35.99076331,128.95566959
경상북도 영천시 망정동 409-17번지,35.98958294,128.95597717
경상북도 영천시 망정동 409-18번지,35.98931553,128.95613555
경상북도 영천시 망정동 409-19번지,35.98903642,128.9560669
경상북도 영천시 망정동 409-22번지,35.98891137,128.9565409
경상북도 영천시 망정동 409-24번지,35.98903397,128.95652087
경상북도 영천시 망정동 409-25번지,35.98954802,128.95668148
